numeroOrden,masaAcumulada,densidad,temperatura,caudal
154,1359,1,1,11
154,1360,1,1,11
154,1361,1,1,11
154,1362,1,1,11
154,1363,1,1,11
154,1364,1,1,11
154,1365,1,1,11
154,1366,1,1,11
154,1367,1,1,11
154,1368,1,1,11
154,1369,1,1,11
154,1370,1,1,11
154,1371,1,1,11
154,1372,1,1,11
154,1373,1,1,11
154,1374,1,1,11
154,1375,1,1,11
154,1376,1,1,11
154,1377,1,1,11
154,1378,1,1,11
154,1379,1,1,11
154,1380,1,1,11
154,1381,1,1,11
154,1382,1,1,11
154,1383,1,1,11
154,1384,1,1,11
154,1385,1,1,11
154,1386,1,1,11
154,1387,1,1,11
154,1388,1,1,11
154,1389,1,1,11
154,1390,1,1,11
154,1391,1,1,11
154,1392,1,1,11
154,1393,1,1,11
154,1394,1,1,11
154,1395,1,1,11
154,1396,1,1,11
154,1397,1,1,11
154,1398,1,1,11
154,1399,1,1,11
154,1400,1,1,11
154,1401,1,1,11
154,1402,1,1,11
154,1403,1,1,11
154,1404,1,1,11
154,1405,1,1,11
154,1406,1,1,11
154,1407,1,1,11
154,1408,1,1,11
154,1409,1,1,11
154,1410,1,1,11
154,1411,1,1,11
154,1412,1,1,11
154,1413,1,1,11
154,1414,1,1,11
154,1415,1,1,11
154,1416,1,1,11
154,1417,1,1,11
154,1418,1,1,11
154,1419,1,1,11
154,1420,1,1,11
154,1421,1,1,11
154,1422,1,1,11
154,1423,1,1,11
154,1424,1,1,11
154,1425,1,1,11
154,1426,1,1,11
154,1427,1,1,11
154,1428,1,1,11
154,1429,1,1,11
154,1430,1,1,11
154,1431,1,1,11
154,1432,1,1,11
154,1433,1,1,11
154,1434,1,1,11
154,1435,1,1,11
154,1436,1,1,11
154,1437,1,1,11
154,1438,1,1,11
154,1439,1,1,11
154,1440,1,1,11
154,1441,1,1,11
154,1442,1,1,11
154,1443,1,1,11
154,1444,1,1,11
154,1445,1,1,11
154,1446,1,1,11
154,1447,1,1,11
154,1448,1,1,11
154,1449,1,1,11
154,1450,1,1,11
154,1451,1,1,11
154,1452,1,1,11
154,1453,1,1,11
154,1454,1,1,11
154,1455,1,1,11
154,1456,1,1,11
154,1457,1,1,11
154,1458,1,1,11
154,1459,1,1,11
154,1460,1,1,11
154,1461,1,1,11
154,1462,1,1,11
154,1463,1,1,11
154,1464,1,1,11
154,1465,1,1,11
154,1466,1,1,11
154,1467,1,1,11
154,1468,1,1,11
154,1469,1,1,11
154,1470,1,1,11
154,1471,1,1,11
154,1472,1,1,11
154,1473,1,1,11
154,1474,1,1,11
154,1475,1,1,11
154,1476,1,1,11
154,1477,1,1,11
154,1478,1,1,11
154,1479,1,1,11
154,1480,1,1,11
154,1481,1,1,11
154,1482,1,1,11
154,1483,1,1,11
154,1484,1,1,11
154,1485,1,1,11
154,1486,1,1,11
154,1487,1,1,11
154,1488,1,1,11
154,1489,1,1,11
154,1490,1,1,11
154,1491,1,1,11
154,1492,1,1,11
154,1493,1,1,11
154,1494,1,1,11
154,1495,1,1,11
154,1496,1,1,11
154,1497,1,1,11
154,1498,1,1,11
154,1499,1,1,11
154,1500,1,1,11
154,1501,1,1,11
154,1502,1,1,11
154,1503,1,1,11
154,1504,1,1,11
154,1505,1,1,11
154,1506,1,1,11
154,1507,1,1,11
154,1508,1,1,11
154,1509,1,1,11
154,1510,1,1,11
154,1511,1,1,11
154,1512,1,1,11
154,1513,1,1,11
154,1514,1,1,11
154,1515,1,1,11
154,1516,1,1,11
154,1517,1,1,11
154,1518,1,1,11
154,1519,1,1,11
154,1520,1,1,11
154,1521,1,1,11
154,1522,1,1,11
154,1523,1,1,11
154,1524,1,1,11
154,1525,1,1,11
154,1526,1,1,11
154,1527,1,1,11
154,1528,1,1,11
154,1529,1,1,11
154,1530,1,1,11
154,1531,1,1,11
154,1532,1,1,11
154,1533,1,1,11
154,1534,1,1,11
154,1535,1,1,11
154,1536,1,1,11
154,1537,1,1,11
154,1538,1,1,11
154,1539,1,1,11
154,1540,1,1,11
154,1541,1,1,11
154,1542,1,1,11
154,1543,1,1,11
154,1544,1,1,11
154,1545,1,1,11
154,1546,1,1,11
154,1547,1,1,11
154,1548,1,1,11
154,1549,1,1,11
154,1550,1,1,11
154,1551,1,1,11
154,1552,1,1,11
154,1553,1,1,11
154,1554,1,1,11
154,1555,1,1,11
154,1556,1,1,11
154,1557,1,1,11
154,1558,1,1,11
154,1559,1,1,11
154,1560,1,1,11
154,1561,1,1,11
154,1562,1,1,11
154,1563,1,1,11
154,1564,1,1,11
154,1565,1,1,11
154,1566,1,1,11
154,1567,1,1,11
154,1568,1,1,11
154,1569,1,1,11
154,1570,1,1,11
154,1571,1,1,11
154,1572,1,1,11
154,1573,1,1,11
154,1574,1,1,11
154,1575,1,1,11
154,1576,1,1,11
154,1577,1,1,11
154,1578,1,1,11
154,1579,1,1,11
154,1580,1,1,11
154,1581,1,1,11
154,1582,1,1,11
154,1583,1,1,11
154,1584,1,1,11
154,1585,1,1,11
154,1586,1,1,11
154,1587,1,1,11
154,1588,1,1,11
154,1589,1,1,11
154,1590,1,1,11
154,1591,1,1,11
154,1592,1,1,11
154,1593,1,1,11
154,1594,1,1,11
154,1595,1,1,11
154,1596,1,1,11
154,1597,1,1,11
154,1598,1,1,11
154,1599,1,1,11
154,1600,1,1,11
154,1601,1,1,11
154,1602,1,1,11
154,1603,1,1,11
154,1604,1,1,11
154,1605,1,1,11
154,1606,1,1,11
154,1607,1,1,11
154,1608,1,1,11
154,1609,1,1,11
154,1610,1,1,11
154,1611,1,1,11
154,1612,1,1,11
154,1613,1,1,11
154,1614,1,1,11
154,1615,1,1,11
154,1616,1,1,11
154,1617,1,1,11
154,1618,1,1,11
154,1619,1,1,11
154,1620,1,1,11
154,1621,1,1,11
154,1622,1,1,11
154,1623,1,1,11
154,1624,1,1,11
154,1625,1,1,11
154,1626,1,1,11
154,1627,1,1,11
154,1628,1,1,11
154,1629,1,1,11
154,1630,1,1,11
154,1631,1,1,11
154,1632,1,1,11
154,1633,1,1,11
154,1634,1,1,11
154,1635,1,1,11
154,1636,1,1,11
154,1637,1,1,11
154,1638,1,1,11
154,1639,1,1,11
154,1640,1,1,11
154,1641,1,1,11
154,1642,1,1,11
154,1643,1,1,11
154,1644,1,1,11
154,1645,1,1,11
154,1646,1,1,11
154,1647,1,1,11
154,1648,1,1,11
154,1649,1,1,11
154,1650,1,1,11
154,1651,1,1,11
154,1652,1,1,11
154,1653,1,1,11
154,1654,1,1,11
154,1655,1,1,11
154,1656,1,1,11
154,1657,1,1,11
154,1658,1,1,11
154,1659,1,1,11
154,1660,1,1,11
154,1661,1,1,11
154,1662,1,1,11
154,1663,1,1,11
154,1664,1,1,11
154,1665,1,1,11
154,1666,1,1,11
154,1667,1,1,11
154,1668,1,1,11
154,1669,1,1,11
154,1670,1,1,11
154,1671,1,1,11
154,1672,1,1,11
154,1673,1,1,11
154,1674,1,1,11
154,1675,1,1,11
154,1676,1,1,11
154,1677,1,1,11
154,1678,1,1,11
154,1679,1,1,11
154,1680,1,1,11
154,1681,1,1,11
154,1682,1,1,11
154,1683,1,1,11
154,1684,1,1,11
154,1685,1,1,11
154,1686,1,1,11
154,1687,1,1,11
154,1688,1,1,11
154,1689,1,1,11
154,1690,1,1,11
154,1691,1,1,11
154,1692,1,1,11
154,1693,1,1,11
154,1694,1,1,11
154,1695,1,1,11
154,1696,1,1,11
154,1697,1,1,11
154,1698,1,1,11
154,1699,1,1,11
154,1700,1,1,11
154,1701,1,1,11
154,1702,1,1,11
154,1703,1,1,11
154,1704,1,1,11
154,1705,1,1,11
154,1706,1,1,11
154,1707,1,1,11
154,1708,1,1,11
154,1709,1,1,11
154,1710,1,1,11
154,1711,1,1,11
154,1712,1,1,11
154,1713,1,1,11
154,1714,1,1,11
154,1715,1,1,11
154,1716,1,1,11
154,1717,1,1,11
154,1718,1,1,11
154,1719,1,1,11
154,1720,1,1,11
154,1721,1,1,11
154,1722,1,1,11
154,1723,1,1,11
154,1724,1,1,11
154,1725,1,1,11
154,1726,1,1,11
154,1727,1,1,11
154,1728,1,1,11
154,1729,1,1,11
154,1730,1,1,11
154,1731,1,1,11
154,1732,1,1,11
154,1733,1,1,11
154,1734,1,1,11
154,1735,1,1,11
154,1736,1,1,11
154,1737,1,1,11
154,1738,1,1,11
154,1739,1,1,11
154,1740,1,1,11
154,1741,1,1,11
154,1742,1,1,11
154,1743,1,1,11
154,1744,1,1,11
154,1745,1,1,11
154,1746,1,1,11
154,1747,1,1,11
154,1748,1,1,11
154,1749,1,1,11
154,1750,1,1,11
154,1751,1,1,11
154,1752,1,1,11
154,1753,1,1,11
154,1754,1,1,11
154,1755,1,1,11
154,1756,1,1,11
154,1757,1,1,11
154,1758,1,1,11
154,1759,1,1,11
154,1760,1,1,11
154,1761,1,1,11
154,1762,1,1,11
154,1763,1,1,11
154,1764,1,1,11
154,1765,1,1,11
154,1766,1,1,11
154,1767,1,1,11
154,1768,1,1,11
154,1769,1,1,11
154,1770,1,1,11
154,1771,1,1,11
154,1772,1,1,11
154,1773,1,1,11
154,1774,1,1,11
154,1775,1,1,11
154,1776,1,1,11
154,1777,1,1,11
154,1778,1,1,11
154,1779,1,1,11
154,1780,1,1,11
154,1781,1,1,11
154,1782,1,1,11
154,1783,1,1,11
154,1784,1,1,11
154,1785,1,1,11
154,1786,1,1,11
154,1787,1,1,11
154,1788,1,1,11
154,1789,1,1,11
154,1790,1,1,11
154,1791,1,1,11
154,1792,1,1,11
154,1793,1,1,11
154,1794,1,1,11
154,1795,1,1,11
154,1796,1,1,11
154,1797,1,1,11
154,1798,1,1,11
154,1799,1,1,11
154,1800,1,1,11
154,1801,1,1,11
154,1802,1,1,11
154,1803,1,1,11
154,1804,1,1,11
154,1805,1,1,11
154,1806,1,1,11
154,1807,1,1,11
154,1808,1,1,11
154,1809,1,1,11
154,1810,1,1,11
154,1811,1,1,11
154,1812,1,1,11
154,1813,1,1,11
154,1814,1,1,11
154,1815,1,1,11
154,1816,1,1,11
154,1817,1,1,11
154,1818,1,1,11
154,1819,1,1,11
154,1820,1,1,11
154,1821,1,1,11
154,1822,1,1,11
154,1823,1,1,11
154,1824,1,1,11
154,1825,1,1,11
154,1826,1,1,11
154,1827,1,1,11
154,1828,1,1,11
154,1829,1,1,11
154,1830,1,1,11
154,1831,1,1,11
154,1832,1,1,11
154,1833,1,1,11
154,1834,1,1,11
154,1835,1,1,11
154,1836,1,1,11
154,1837,1,1,11
154,1838,1,1,11
154,1839,1,1,11
154,1840,1,1,11
154,1841,1,1,11
154,1842,1,1,11
154,1843,1,1,11
154,1844,1,1,11
154,1845,1,1,11
154,1846,1,1,11
154,1847,1,1,11
154,1848,1,1,11
154,1849,1,1,11
154,1850,1,1,11
154,1851,1,1,11
154,1852,1,1,11
154,1853,1,1,11
154,1854,1,1,11
154,1855,1,1,11
154,1856,1,1,11
154,1857,1,1,11
154,1858,1,1,11
154,1859,1,1,11
154,1860,1,1,11
154,1861,1,1,11
154,1862,1,1,11
154,1863,1,1,11
154,1864,1,1,11
154,1865,1,1,11
154,1866,1,1,11
154,1867,1,1,11
154,1868,1,1,11
154,1869,1,1,11
154,1870,1,1,11
154,1871,1,1,11
154,1872,1,1,11
154,1873,1,1,11
154,1874,1,1,11
154,1875,1,1,11
154,1876,1,1,11
154,1877,1,1,11
154,1878,1,1,11
154,1879,1,1,11
154,1880,1,1,11
154,1881,1,1,11
154,1882,1,1,11
154,1883,1,1,11
154,1884,1,1,11
154,1885,1,1,11
154,1886,1,1,11
154,1887,1,1,11
154,1888,1,1,11
154,1889,1,1,11
154,1890,1,1,11
154,1891,1,1,11
154,1892,1,1,11
154,1893,1,1,11
154,1894,1,1,11
154,1895,1,1,11
154,1896,1,1,11
154,1897,1,1,11
154,1898,1,1,11
154,1899,1,1,11
154,1900,1,1,11
154,1901,1,1,11
154,1902,1,1,11
154,1903,1,1,11
154,1904,1,1,11
154,1905,1,1,11
154,1906,1,1,11
154,1907,1,1,11
154,1908,1,1,11
154,1909,1,1,11
154,1910,1,1,11
154,1911,1,1,11
154,1912,1,1,11
154,1913,1,1,11
154,1914,1,1,11
154,1915,1,1,11
154,1916,1,1,11
154,1917,1,1,11
154,1918,1,1,11
154,1919,1,1,11
154,1920,1,1,11
154,1921,1,1,11
154,1922,1,1,11
154,1923,1,1,11
154,1924,1,1,11
154,1925,1,1,11
154,1926,1,1,11
154,1927,1,1,11
154,1928,1,1,11
154,1929,1,1,11
154,1930,1,1,11
154,1931,1,1,11
154,1932,1,1,11
154,1933,1,1,11
154,1934,1,1,11
154,1935,1,1,11
154,1936,1,1,11
154,1937,1,1,11
154,1938,1,1,11
154,1939,1,1,11
154,1940,1,1,11
154,1941,1,1,11
154,1942,1,1,11
154,1943,1,1,11
154,1944,1,1,11
154,1945,1,1,11
154,1946,1,1,11
154,1947,1,1,11
154,1948,1,1,11
154,1949,1,1,11
154,1950,1,1,11
154,1951,1,1,11
154,1952,1,1,11
154,1953,1,1,11
154,1954,1,1,11
154,1955,1,1,11
154,1956,1,1,11
154,1957,1,1,11
154,1958,1,1,11
154,1959,1,1,11
154,1960,1,1,11
154,1961,1,1,11
154,1962,1,1,11
154,1963,1,1,11
154,1964,1,1,11
154,1965,1,1,11
154,1966,1,1,11
154,1967,1,1,11
154,1968,1,1,11
154,1969,1,1,11
154,1970,1,1,11
154,1971,1,1,11
154,1972,1,1,11
154,1973,1,1,11
154,1974,1,1,11
154,1975,1,1,11
154,1976,1,1,11
154,1977,1,1,11
154,1978,1,1,11
154,1979,1,1,11
154,1980,1,1,11
154,1981,1,1,11
154,1982,1,1,11
154,1983,1,1,11
154,1984,1,1,11
154,1985,1,1,11
154,1986,1,1,11
154,1987,1,1,11
154,1988,1,1,11
154,1989,1,1,11
154,1990,1,1,11
154,1991,1,1,11
154,1992,1,1,11
154,1993,1,1,11
154,1994,1,1,11
154,1995,1,1,11
154,1996,1,1,11
154,1997,1,1,11
154,1998,1,1,11
154,1999,1,1,11
154,2000,1,1,11
154,2001,1,1,11
154,2002,1,1,11
154,2003,1,1,11
154,2004,1,1,11
154,2005,1,1,11
154,2006,1,1,11
154,2007,1,1,11
154,2008,1,1,11
154,2009,1,1,11
154,2010,1,1,11
154,2011,1,1,11
154,2012,1,1,11
154,2013,1,1,11
154,2014,1,1,11
154,2015,1,1,11
154,2016,1,1,11
154,2017,1,1,11
154,2018,1,1,11
154,2019,1,1,11
154,2020,1,1,11
154,2021,1,1,11
154,2022,1,1,11
154,2023,1,1,11
154,2024,1,1,11
154,2025,1,1,11
154,2026,1,1,11
154,2027,1,1,11
154,2028,1,1,11
154,2029,1,1,11
154,2030,1,1,11
154,2031,1,1,11
154,2032,1,1,11
154,2033,1,1,11
154,2034,1,1,11
154,2035,1,1,11
154,2036,1,1,11
154,2037,1,1,11
154,2038,1,1,11
154,2039,1,1,11
154,2040,1,1,11
154,2041,1,1,11
154,2042,1,1,11
154,2043,1,1,11
154,2044,1,1,11
154,2045,1,1,11
154,2046,1,1,11
154,2047,1,1,11
154,2048,1,1,11
154,2049,1,1,11
154,2050,1,1,11
154,2051,1,1,11
154,2052,1,1,11
154,2053,1,1,11
154,2054,1,1,11
154,2055,1,1,11
154,2056,1,1,11
154,2057,1,1,11
154,2058,1,1,11
154,2059,1,1,11
154,2060,1,1,11
154,2061,1,1,11
154,2062,1,1,11
154,2063,1,1,11
154,2064,1,1,11
154,2065,1,1,11
154,2066,1,1,11
154,2067,1,1,11
154,2068,1,1,11
154,2069,1,1,11
154,2070,1,1,11
154,2071,1,1,11
154,2072,1,1,11
154,2073,1,1,11
154,2074,1,1,11
154,2075,1,1,11
154,2076,1,1,11
154,2077,1,1,11
154,2078,1,1,11
154,2079,1,1,11
154,2080,1,1,11
154,2081,1,1,11
154,2082,1,1,11
154,2083,1,1,11
154,2084,1,1,11
154,2085,1,1,11
154,2086,1,1,11
154,2087,1,1,11
154,2088,1,1,11
154,2089,1,1,11
154,2090,1,1,11
154,2091,1,1,11
154,2092,1,1,11
154,2093,1,1,11
154,2094,1,1,11
154,2095,1,1,11
154,2096,1,1,11
154,2097,1,1,11
154,2098,1,1,11
154,2099,1,1,11
154,2100,1,1,11
154,2101,1,1,11
154,2102,1,1,11
154,2103,1,1,11
154,2104,1,1,11
154,2105,1,1,11
154,2106,1,1,11
154,2107,1,1,11
154,2108,1,1,11
154,2109,1,1,11
154,2110,1,1,11
154,2111,1,1,11
154,2112,1,1,11
154,2113,1,1,11
154,2114,1,1,11
154,2115,1,1,11
154,2116,1,1,11
154,2117,1,1,11
154,2118,1,1,11
154,2119,1,1,11
154,2120,1,1,11
154,2121,1,1,11
154,2122,1,1,11
154,2123,1,1,11
154,2124,1,1,11
154,2125,1,1,11
154,2126,1,1,11
154,2127,1,1,11
154,2128,1,1,11
154,2129,1,1,11
154,2130,1,1,11
154,2131,1,1,11
154,2132,1,1,11
154,2133,1,1,11
154,2134,1,1,11
154,2135,1,1,11
154,2136,1,1,11
154,2137,1,1,11
154,2138,1,1,11
154,2139,1,1,11
154,2140,1,1,11
154,2141,1,1,11
154,2142,1,1,11
154,2143,1,1,11
154,2144,1,1,11
154,2145,1,1,11
154,2146,1,1,11
154,2147,1,1,11
154,2148,1,1,11
154,2149,1,1,11
154,2150,1,1,11
154,2151,1,1,11
154,2152,1,1,11
154,2153,1,1,11
154,2154,1,1,11
154,2155,1,1,11
154,2156,1,1,11
154,2157,1,1,11
154,2158,1,1,11
154,2159,1,1,11
154,2160,1,1,11
154,2161,1,1,11
154,2162,1,1,11
154,2163,1,1,11
154,2164,1,1,11
154,2165,1,1,11
154,2166,1,1,11
154,2167,1,1,11
154,2168,1,1,11
154,2169,1,1,11
154,2170,1,1,11
154,2171,1,1,11
154,2172,1,1,11
154,2173,1,1,11
154,2174,1,1,11
154,2175,1,1,11
154,2176,1,1,11
154,2177,1,1,11
154,2178,1,1,11
154,2179,1,1,11
154,2180,1,1,11
154,2181,1,1,11
154,2182,1,1,11
154,2183,1,1,11
154,2184,1,1,11
154,2185,1,1,11
154,2186,1,1,11
154,2187,1,1,11
154,2188,1,1,11
154,2189,1,1,11
154,2190,1,1,11
154,2191,1,1,11
154,2192,1,1,11
154,2193,1,1,11
154,2194,1,1,11
154,2195,1,1,11
154,2196,1,1,11
154,2197,1,1,11
154,2198,1,1,11
154,2199,1,1,11
154,2200,1,1,11
154,2201,1,1,11
154,2202,1,1,11
154,2203,1,1,11
154,2204,1,1,11
154,2205,1,1,11
154,2206,1,1,11
154,2207,1,1,11
154,2208,1,1,11
154,2209,1,1,11
154,2210,1,1,11
154,2211,1,1,11
154,2212,1,1,11
154,2213,1,1,11
154,2214,1,1,11
154,2215,1,1,11
154,2216,1,1,11
154,2217,1,1,11
154,2218,1,1,11
154,2219,1,1,11
154,2220,1,1,11
154,2221,1,1,11
154,2222,1,1,11
154,2223,1,1,11
154,2224,1,1,11
154,2225,1,1,11
154,2226,1,1,11
154,2227,1,1,11
154,2228,1,1,11
154,2229,1,1,11
154,2230,1,1,11
154,2231,1,1,11
154,2232,1,1,11
154,2233,1,1,11
154,2234,1,1,11
154,2235,1,1,11
154,2236,1,1,11
154,2237,1,1,11
154,2238,1,1,11
154,2239,1,1,11
154,2240,1,1,11
154,2241,1,1,11
154,2242,1,1,11
154,2243,1,1,11
154,2244,1,1,11
154,2245,1,1,11
154,2246,1,1,11
154,2247,1,1,11
154,2248,1,1,11
154,2249,1,1,11
154,2250,1,1,11
154,2251,1,1,11
154,2252,1,1,11
154,2253,1,1,11
154,2254,1,1,11
154,2255,1,1,11
154,2256,1,1,11
154,2257,1,1,11
154,2258,1,1,11
154,2259,1,1,11
154,2260,1,1,11
154,2261,1,1,11
154,2262,1,1,11
154,2263,1,1,11
154,2264,1,1,11
154,2265,1,1,11
154,2266,1,1,11
154,2267,1,1,11
154,2268,1,1,11
154,2269,1,1,11
154,2270,1,1,11
154,2271,1,1,11
154,2272,1,1,11
154,2273,1,1,11
154,2274,1,1,11
154,2275,1,1,11
154,2276,1,1,11
154,2277,1,1,11
154,2278,1,1,11
154,2279,1,1,11
154,2280,1,1,11
154,2281,1,1,11
154,2282,1,1,11
154,2283,1,1,11
154,2284,1,1,11
154,2285,1,1,11
154,2286,1,1,11
154,2287,1,1,11
154,2288,1,1,11
154,2289,1,1,11
154,2290,1,1,11
154,2291,1,1,11
154,2292,1,1,11
154,2293,1,1,11
154,2294,1,1,11
154,2295,1,1,11
154,2296,1,1,11
154,2297,1,1,11
154,2298,1,1,11
154,2299,1,1,11
154,2300,1,1,11
154,2301,1,1,11
154,2302,1,1,11
154,2303,1,1,11
154,2304,1,1,11
154,2305,1,1,11
154,2306,1,1,11
154,2307,1,1,11
154,2308,1,1,11
154,2309,1,1,11
154,2310,1,1,11
154,2311,1,1,11
154,2312,1,1,11
154,2313,1,1,11
154,2314,1,1,11
154,2315,1,1,11
154,2316,1,1,11
154,2317,1,1,11
154,2318,1,1,11
154,2319,1,1,11
154,2320,1,1,11
154,2321,1,1,11
154,2322,1,1,11
154,2323,1,1,11
154,2324,1,1,11
154,2325,1,1,11
154,2326,1,1,11
154,2327,1,1,11
154,2328,1,1,11
154,2329,1,1,11
154,2330,1,1,11
154,2331,1,1,11
154,2332,1,1,11
154,2333,1,1,11
154,2334,1,1,11
154,2335,1,1,11
154,2336,1,1,11
154,2337,1,1,11
154,2338,1,1,11
154,2339,1,1,11
154,2340,1,1,11
154,2341,1,1,11
154,2342,1,1,11
154,2343,1,1,11
154,2344,1,1,11
154,2345,1,1,11
154,2346,1,1,11
154,2347,1,1,11
154,2348,1,1,11
154,2349,1,1,11
154,2350,1,1,11
154,2351,1,1,11
154,2352,1,1,11
154,2353,1,1,11
154,2354,1,1,11
154,2355,1,1,11
154,2356,1,1,11
154,2357,1,1,11
154,2358,1,1,11
154,2359,1,1,11
154,2360,1,1,11
154,2361,1,1,11
154,2362,1,1,11
154,2363,1,1,11
154,2364,1,1,11
154,2365,1,1,11
154,2366,1,1,11
154,2367,1,1,11
154,2368,1,1,11
154,2369,1,1,11
154,2370,1,1,11
154,2371,1,1,11
154,2372,1,1,11
154,2373,1,1,11
154,2374,1,1,11
154,2375,1,1,11
154,2376,1,1,11
154,2377,1,1,11
154,2378,1,1,11
154,2379,1,1,11
154,2380,1,1,11
154,2381,1,1,11
154,2382,1,1,11
154,2383,1,1,11
154,2384,1,1,11
154,2385,1,1,11
154,2386,1,1,11
154,2387,1,1,11
154,2388,1,1,11
154,2389,1,1,11
154,2390,1,1,11
154,2391,1,1,11
154,2392,1,1,11
154,2393,1,1,11
154,2394,1,1,11
154,2395,1,1,11
154,2396,1,1,11
154,2397,1,1,11
154,2398,1,1,11
154,2399,1,1,11
154,2400,1,1,11
154,2401,1,1,11
154,2402,1,1,11
154,2403,1,1,11
154,2404,1,1,11
154,2405,1,1,11
154,2406,1,1,11
154,2407,1,1,11
154,2408,1,1,11
154,2409,1,1,11
154,2410,1,1,11
154,2411,1,1,11
154,2412,1,1,11
154,2413,1,1,11
154,2414,1,1,11
154,2415,1,1,11
154,2416,1,1,11
154,2417,1,1,11
154,2418,1,1,11
154,2419,1,1,11
154,2420,1,1,11
154,2421,1,1,11
154,2422,1,1,11
154,2423,1,1,11
154,2424,1,1,11
154,2425,1,1,11
154,2426,1,1,11
154,2427,1,1,11
154,2428,1,1,11
154,2429,1,1,11
154,2430,1,1,11
154,2431,1,1,11
154,2432,1,1,11
154,2433,1,1,11
154,2434,1,1,11
154,2435,1,1,11
154,2436,1,1,11
154,2437,1,1,11
154,2438,1,1,11
154,2439,1,1,11
154,2440,1,1,11
154,2441,1,1,11
154,2442,1,1,11
154,2443,1,1,11
154,2444,1,1,11
154,2445,1,1,11
154,2446,1,1,11
154,2447,1,1,11
154,2448,1,1,11
154,2449,1,1,11
154,2450,1,1,11
154,2451,1,1,11
154,2452,1,1,11
154,2453,1,1,11
154,2454,1,1,11
154,2455,1,1,11
154,2456,1,1,11
154,2457,1,1,11
154,2458,1,1,11
154,2459,1,1,11
154,2460,1,1,11
154,2461,1,1,11
154,2462,1,1,11
154,2463,1,1,11
154,2464,1,1,11
154,2465,1,1,11
154,2466,1,1,11
154,2467,1,1,11
154,2468,1,1,11
154,2469,1,1,11
154,2470,1,1,11
154,2471,1,1,11
154,2472,1,1,11
154,2473,1,1,11
154,2474,1,1,11
154,2475,1,1,11
154,2476,1,1,11
154,2477,1,1,11
154,2478,1,1,11
154,2479,1,1,11
154,2480,1,1,11
154,2481,1,1,11
154,2482,1,1,11
154,2483,1,1,11
154,2484,1,1,11
154,2485,1,1,11
154,2486,1,1,11
154,2487,1,1,11
154,2488,1,1,11
154,2489,1,1,11
154,2490,1,1,11
154,2491,1,1,11
154,2492,1,1,11
154,2493,1,1,11
154,2494,1,1,11
154,2495,1,1,11
154,2496,1,1,11
154,2497,1,1,11
154,2498,1,1,11
154,2499,1,1,11
154,2500,1,1,11
154,2501,1,1,11
154,2502,1,1,11
154,2503,1,1,11
154,2504,1,1,11
154,2505,1,1,11
154,2506,1,1,11
154,2507,1,1,11
154,2508,1,1,11
154,2509,1,1,11
154,2510,1,1,11
154,2511,1,1,11
154,2512,1,1,11
154,2513,1,1,11
154,2514,1,1,11
154,2515,1,1,11
154,2516,1,1,11
154,2517,1,1,11
154,2518,1,1,11
154,2519,1,1,11
154,2520,1,1,11
154,2521,1,1,11
154,2522,1,1,11
154,2523,1,1,11
154,2524,1,1,11
154,2525,1,1,11
154,2526,1,1,11
154,2527,1,1,11
154,2528,1,1,11
154,2529,1,1,11
154,2530,1,1,11
154,2531,1,1,11
154,2532,1,1,11
154,2533,1,1,11
154,2534,1,1,11
154,2535,1,1,11
154,2536,1,1,11
154,2537,1,1,11
154,2538,1,1,11
154,2539,1,1,11
154,2540,1,1,11
154,2541,1,1,11
154,2542,1,1,11
154,2543,1,1,11
154,2544,1,1,11
154,2545,1,1,11
154,2546,1,1,11
154,2547,1,1,11
154,2548,1,1,11
154,2549,1,1,11
154,2550,1,1,11
154,2551,1,1,11
154,2552,1,1,11
154,2553,1,1,11
154,2554,1,1,11
154,2555,1,1,11
154,2556,1,1,11
154,2557,1,1,11
154,2558,1,1,11
154,2559,1,1,11
154,2560,1,1,11
154,2561,1,1,11
154,2562,1,1,11
154,2563,1,1,11
154,2564,1,1,11
154,2565,1,1,11
154,2566,1,1,11
154,2567,1,1,11
154,2568,1,1,11
154,2569,1,1,11
154,2570,1,1,11
154,2571,1,1,11
154,2572,1,1,11
154,2573,1,1,11
154,2574,1,1,11
154,2575,1,1,11
154,2576,1,1,11
154,2577,1,1,11
154,2578,1,1,11
154,2579,1,1,11
154,2580,1,1,11
154,2581,1,1,11
154,2582,1,1,11
154,2583,1,1,11
154,2584,1,1,11
154,2585,1,1,11
154,2586,1,1,11
154,2587,1,1,11
154,2588,1,1,11
154,2589,1,1,11
154,2590,1,1,11
154,2591,1,1,11
154,2592,1,1,11
154,2593,1,1,11
154,2594,1,1,11
154,2595,1,1,11
154,2596,1,1,11
154,2597,1,1,11
154,2598,1,1,11
154,2599,1,1,11
154,2600,1,1,11
154,2601,1,1,11
154,2602,1,1,11
154,2603,1,1,11
154,2604,1,1,11
154,2605,1,1,11
154,2606,1,1,11
154,2607,1,1,11
154,2608,1,1,11
154,2609,1,1,11
154,2610,1,1,11
154,2611,1,1,11
154,2612,1,1,11
154,2613,1,1,11
154,2614,1,1,11
154,2615,1,1,11
154,2616,1,1,11
154,2617,1,1,11
154,2618,1,1,11
154,2619,1,1,11
154,2620,1,1,11
154,2621,1,1,11
154,2622,1,1,11
154,2623,1,1,11
154,2624,1,1,11
154,2625,1,1,11
154,2626,1,1,11
154,2627,1,1,11
154,2628,1,1,11
